product_name,ingredient,interaction_count,top_interaction_types
RILEPTID 1 MG 60 TB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 1 MG FILM KAPLI TABLET (30 TABLET),risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 2 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 2 MG 60 TB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 2 MG FILM KAPLI TABLET (30 TABLET),risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 3 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 3 MG 60 TB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 3 MG FILM KAPLI 30 TABLET,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 4 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 4 MG 60 TB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILEPTID 4 MG FILM KAPLI TABLET (30 TABLET),risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RILUTEK 50 MG 56 FTB,riluzole,35,"metabolism, serum concentration, therapeutic efficacy"
"RIMONAL P %0.15 GOZ DAMLASI, COZELTI",brimonidine,497,"central nervous system depressant (CNS depressant) activities, antihypertensive activities, risk or severity of adverse effects"
"RIONERA 0,5 MG FILM KAPLI TABLET (42 TABLET)",riociguat,377,"hypotensive activities, serum concentration, risk or severity of adverse effects"
RIONERA 1 MG FILM KAPLI TABLET (42 TABLET),riociguat,377,"hypotensive activities, serum concentration, risk or severity of adverse effects"
"RIONERA 1,5 MG FILM KAPLI TABLET (42 TABLET)",riociguat,377,"hypotensive activities, serum concentration, risk or severity of adverse effects"
RIONERA 2 MG FILM KAPLI TABLET (42 TABLET),riociguat,377,"hypotensive activities, serum concentration, risk or severity of adverse effects"
RIONERA 2.5 MG FILM KAPLI TABLET (42 TABLET),riociguat,377,"hypotensive activities, serum concentration, risk or severity of adverse effects"
RIPATRIN 10 MG 20 TB,rupatadine,178,"metabolism, serum concentration, sedative activities"
RIPAZOL 10 MG 28 AGIZDA DAGILAN TB,aripiprazole,741,"serum concentration, risk or severity of adverse effects, hypotensive activities"
RIPAZOL 5 MG AGIZDA DAGILAN 28 TB,aripiprazole,741,"serum concentration, risk or severity of adverse effects, hypotensive activities"
RIPESIL 1 MG FILM KAPLI TABLET,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RIPESIL 2 MG FILM KAPLI TABLET,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RIPESIL 3 MG FILM KAPLI TABLET,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RIPESIL 4 MG FILM KAPLI TABLET,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISONEL %0.05 (50 MCG/DOZ) 140 DOZ NAZAL SPREY,mometasone,254,"risk or severity of adverse effects, serum concentration, hypokalemic activities"
RISPERDAL 1 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL 1 MG/1ML 100 ML ORAL SOL,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL 2 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL 3 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL 4 MG 20 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL-CONSTA 25 MG IM 1 FLK,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL-CONSTA 37.5 MG IM 1 FLK,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RISPERDAL-CONSTA 50 MG IM 1 FLK,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RITALIN 10 MG 30 TB,methylphenidate,310,"antihypertensive activities, risk or severity of adverse effects, metabolism"
RIVELIME 10 MG 21 SERT KAPSUL,lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
RIVELIME 15 MG 21 SERT KAPSUL,lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
"RIVELIME 2,5 MG SERT KAPSUL (21 KAPSUL)",lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
RIVELIME 20 MG SERT KAPSUL (21 KAPSUL),lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
RIVELIME 25 MG 21 SERT KAPSUL,lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
RIVELIME 5 MG 21 SERT KAPSUL,lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
"RIVELIME 7,5 MG 21 SERT KAPSUL",lenalidomide,37,"thrombogenic activities, serum concentration, risk or severity of adverse effects"
RIVELTO 15 MG FILM KAPLI TABLET (28 TABLET) (RIVAROGARD 15 MG FILM KAPLI TABLET (28 TABLET)),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
RIVELTO 20 MG FILM KAPLI TABLET (28 TABLET) (RIVAROGARD 20 MG FILM KAPLI TABLET (28 TABLET)),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
RIVOCLON 2 MG 30 TABLET,clonazepam,359,"risk or severity of adverse effects, metabolism, serum concentration"
"RIVOCLON 2.5 MG/1 ML ORAL DAMLA, COZELTI (10 ML)",clonazepam,359,"risk or severity of adverse effects, metabolism, serum concentration"
RIVOKSAR 10 MG FILM KAPLI TABLET (10 TABLET),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
RIVOKSAR 15 MG FILM KAPLI TABLET (28 TABLET),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
RIVOKSAR 20 MG FILM KAPLI TABLET (28 TABLET),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
RIVOTRIL 2.5 MG/ML 10 ML DAMLA,clonazepam,359,"risk or severity of adverse effects, metabolism, serum concentration"
RIXPER 1 MG 30 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RIXPER 2 MG 30 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RIXPER 3 MG 30 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
RIXPER 4 MG 30 FTB,risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
"RIZOPROL 5 MG FILM KAPLI TABLET, 30 ADET",bisoprolol,568,"hypotensive activities, metabolism, antihypertensive activities"
"ROLGİCİN % 0.5 STERİL GÖZ DAMLASI, ÇÖZELTİ",ketorolac,347,"risk or severity of adverse effects, therapeutic efficacy, antihypertensive activities"
ROMACTIL FORTE 60 MG 20 KAP,acemetacin,399,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of bleeding"
ROMATIM %1 JEL,diclofenac,491,"risk or severity of adverse effects, metabolism, serum concentration"
ROMEZON DR 1 MG 30 TABLET,prednisone,379,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
ROMEZON DR 2 MG 30 TABLET,prednisone,379,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
ROMEZON DR 5 MG 30 TABLET,prednisone,379,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
ROMPAG 25 MG FILM KAPLI TABLET (14 TABLET),eltrombopag,167,"serum concentration, metabolism"
ROMPAG 25 MG FILM KAPLI TABLET (28 TABLET),eltrombopag,167,"serum concentration, metabolism"
ROMPAG 50 MG FILM KAPLI TABLET (14 TABLET),eltrombopag,167,"serum concentration, metabolism"
ROMPAG 50 MG FILM KAPLI TABLET (28 TABLET),eltrombopag,167,"serum concentration, metabolism"
ROMPAG 75 MG FILM KAPLI TABLET (14 TABLET),eltrombopag,167,"serum concentration, metabolism"
ROMPAG 75 MG FILM KAPLI TABLET (28 TABLET),eltrombopag,167,"serum concentration, metabolism"
RONAP 10 MG FILM TABLET (28 ADET),rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
RONAP 20 MG FILM TABLET (28 ADET),rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
RONAP 40 MG FILM TABLET (28 ADET),rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
RONIDRO 5 MG/100 ML IV INFUZYON ICIN COZELTI ICEREN 1 FLAKON,zoledronic acid,126,"risk or severity of adverse effects, serum concentration, hypocalcemic activities"
"RONKOTOL 2,5 MG/2,5 ML NEBULIZASYON ICIN INH COZ ICEREN TEK DOZLUK 20 FLK",salbutamol,204,"QTc-prolonging activities, risk or severity of adverse effects, vasoconstricting activities"
ROSUCOR 10 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
ROSUFIX 10 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
ROSUVAS 10 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
ROSUVAS 20 MG 28 FTB,rosuvastatin,356,"serum concentration, metabolism, risk or severity of rhabdomyolysis"
"ROTALEPTIN 300 MG KAPSÜL ,50 KAPSÜL",gabapentin,389,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
"ROTAZAR 300 MG FILM KAPLI TABLET, 28 ADET",irbesartan,546,"metabolism, risk or severity of adverse effects, hypotensive activities"
ROXIN 500 MG 14 FTB,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
ROXIN 750 MG 14 FTB,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
ROXIPIME 1 GR IM/IV ENJEKTABL TOZ ICEREN 1 FLK,cefepime,19,"nephrotoxic activities, anticoagulant activities, serum concentration"
ROZA %0.75 30 GR JEL,metronidazole,211,"metabolism, QTc-prolonging activities, serum concentration"
RUNOMEX FORT 15 MG 10 TB,meloxicam,454,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
RUPAFIN 10 MG 20 TB,rupatadine,178,"metabolism, serum concentration, sedative activities"
RUPATEK 10 MG 20 TB,rupatadine,178,"metabolism, serum concentration, sedative activities"
RUPAX 10 MG 20 TABLET,rupatadine,178,"metabolism, serum concentration, sedative activities"
RYDAPT 25 MG YUMUSAK KAPSUL (112 KAPSUL),midostaurin,496,"metabolism, serum concentration, cardiotoxic activities"
"RYOFEL 500 MG/2 ML I.M./I.V. ENJEKSİYONLUK ÇÖZELTİ, 1 ADET",amikacin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
RYTMONORM 150 MG 30 FTB,propafenone,498,"serum concentration, QTc-prolonging activities, antihypertensive activities"
RYTMONORM 300 MG 30 FTB,propafenone,498,"serum concentration, QTc-prolonging activities, antihypertensive activities"
"RİMONAL % 0.2 GÖZ DAMLASI, 5 ML",brimonidine,497,"central nervous system depressant (CNS depressant) activities, antihypertensive activities, risk or severity of adverse effects"
"RİPESİL 0,5 MG FİLM KAPLI TABLET, 20 ADET",risperidone,694,"risk or severity of adverse effects, hypotensive activities, metabolism"
SABRIL 500 MG 100 FTB,vigabatrin,283,"risk or severity of adverse effects, central nervous system depressant (CNS depressant) activities, therapeutic efficacy"
SAFECAINE 30MG/ML ENJEKSIYONLUK COZELTI ICEREN AMPUL,mepivacaine,307,"risk or severity of adverse effects, serum concentration, central nervous system depressant (CNS depressant) activities"
SAFRAX 250 MG 100 KAPSUL,ursodeoxycholic acid,23,"therapeutic efficacy, absorption, excretion rate of higher serum level"
SALAGEN 5 MG 84 FTB,pilocarpine,163,"risk or severity of adverse effects, metabolism, serum concentration"
SALAZOPYRIN-EN 500 MG 50 TB,sulfasalazine,357,"risk or severity of adverse effects, antihypertensive activities, therapeutic efficacy"
SALMIDEN 500 MG 100 ENT TABLET,mesalazine,443,"risk or severity of adverse effects, therapeutic efficacy, antihypertensive activities"
SALOFALK 500 MG 100 ENTERIK TB,mesalazine,443,"risk or severity of adverse effects, therapeutic efficacy, antihypertensive activities"
SALOFALK 500 MG 30 SUPP,mesalazine,443,"risk or severity of adverse effects, therapeutic efficacy, antihypertensive activities"
SALRES 100 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 200 DOZ,salbutamol,204,"QTc-prolonging activities, risk or severity of adverse effects, vasoconstricting activities"
SALRES 2 MG/5 ML SURUP (150 ML),salbutamol,204,"QTc-prolonging activities, risk or severity of adverse effects, vasoconstricting activities"
"SALRES 2,5 MG /2,5 ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON COZELTISI ICEREN 20 FLK",salbutamol,204,"QTc-prolonging activities, risk or severity of adverse effects, vasoconstricting activities"
SAMSCA 15 MG 10 TB,tolvaptan,350,"serum concentration, hyperkalemic activities, risk or severity of adverse effects"
SANDOSTATIN 0.1 MG/ML 5 AMP,octreotide,152,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
SANDOSTATIN-LAR 10 MG 1 FLK,octreotide,152,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
SANDOSTATIN-LAR 20 MG 1 FLK,octreotide,152,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
SANDOSTATIN-LAR 30 MG 1 FLK,octreotide,152,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
SANELOC 100 MG DEGISTIRILMIS SALIMLI FILM KAPLI TABLET (20 TABLET),metoprolol,735,"serum concentration, metabolism, hypotensive activities"
SANELOC 25 MG KONTROLLU SALIMLI FILM KAPLI TABLET (20 TABLET),metoprolol,735,"serum concentration, metabolism, hypotensive activities"
SANELOC 25 MG KONTROLLU SALIMLI FILM KAPLI TABLET (30 TABLET),metoprolol,735,"serum concentration, metabolism, hypotensive activities"
SANELOC 50 MG DEGISTIRILMIS SALIMLI FILM KAPLI TABLET (20 TABLET) (TANELOR 50 MG KONTROLLU SALIMLI 20 FILM TABLET),metoprolol,735,"serum concentration, metabolism, hypotensive activities"
SANELOC 50 MG DEGISTIRILMIS SALIMLI FILM KAPLI TABLET (30 TABLET),metoprolol,735,"serum concentration, metabolism, hypotensive activities"
SANOSITA 100 MG FILM KAPLI TABLET,sitagliptin,311,"hypoglycemic activities, serum concentration, therapeutic efficacy"
SANTADINE 6 MG 10 DEGISTIRILMIS SALIMLI SERT KAPSUL,tizanidine,562,"risk or severity of adverse effects, serum concentration, QTc-prolonging activities"
SANTIS 4 MG AGIZDA DAGILAN 10 TABLET,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
SANTIS 8 MG AGIZDA DAGILAN 10 TABLET,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
SANTRA 1 MG 28 TB,anastrozole,50,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
SARILEN 100 MG 28 FTB,losartan,630,"metabolism, risk or severity of adverse effects, hypotensive activities"
SARILEN 50 MG 28 FTB,losartan,630,"metabolism, risk or severity of adverse effects, hypotensive activities"
"SEBIROX % 1,5 100 ML SAMPUAN",ciclopirox,69,"therapeutic efficacy, serum concentration, metabolism"
SECITA 10 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
SECITA 15 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
SECITA 20 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
SECITA 5 MG 28 FTB,escitalopram,733,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
SEDADOMID 200 MCG/2 ML IV KONS INF COZL ICEREN 5 FLK,dexmedetomidine,462,"risk or severity of adverse effects, atrioventricular blocking (AV block) activities, central nervous system depressant (CNS depressant) activities"
SEFAL 25 MG 50 TABLET,cinnarizine,253,"metabolism, therapeutic efficacy, risk or severity of hypotension"
SEFAL FORT 75 MG 20 TABLET,cinnarizine,253,"metabolism, therapeutic efficacy, risk or severity of hypotension"
SEFAZOL IM 1 GR 1 FLK,cefazolin,11,"anticoagulant activities, protein binding, serum concentration"
SEFAZOL IM 250 MG 1 FLK,cefazolin,11,"anticoagulant activities, protein binding, serum concentration"
SEFAZOL IM 500 MG 1 FLK,cefazolin,11,"anticoagulant activities, protein binding, serum concentration"
SEFFUR 750 MG IM/IV 1 FLK,cefuroxime,46,"serum concentration, absorption, nephrotoxic activities"
SEFFUR IM 750 MG ENJ TOZ ICEREN FLK,cefuroxime,46,"serum concentration, absorption, nephrotoxic activities"
SEFOTAK IM/IV 1 GR 1 FLK,cefotaxime,19,"nephrotoxic activities, anticoagulant activities, therapeutic efficacy"
SEFOTAK IM/IV 500 MG 1 FLK,cefotaxime,19,"nephrotoxic activities, anticoagulant activities, therapeutic efficacy"
SEFPODO 200 MG 10 FILM TABLET,cefpodoxime,46,"serum concentration, absorption, nephrotoxic activities"
SEFTRASIM 1G IM ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 ADET),ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
SEFTRASIM 1G IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 ADET),ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
"SEKROL 15 MG/5 ML PEDİYATRİKŞURUP, 150 ML",ambroxol,107,"metabolism, serum concentration, risk or severity of adverse effects"
"SEKROL 30 MG/5 ML SURUP, 150 ML",ambroxol,107,"metabolism, serum concentration, risk or severity of adverse effects"
SELECTRA 100 MG 28 FTB (KAP),sertraline,777,"metabolism, risk or severity of adverse effects, serum concentration"
SELECTRA 25 MG 28 FTB (KAP),sertraline,777,"metabolism, risk or severity of adverse effects, serum concentration"
SELECTRA 50 MG 28 FTB (KAP),sertraline,777,"metabolism, risk or severity of adverse effects, serum concentration"
"SELFLEKS CIPRASEL 200 MG/100 ML IV INF COZ (1 PVC TORBA, 100 ML)",ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
"SELINCRO 18MG FILM KAPLI TABLET ,TABLET, 14 ADET",nalmefene,2,risk or severity of adverse effects
SELKAP 200 MG 30 SERT KAPSUL,celecoxib,683,"metabolism, risk or severity of adverse effects, serum concentration"
SELOFEN 400 MG/4ML I.V. INFUZYONLUK COZELTI (1 FLAKON),ibuprofen,424,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
SELPENZA 1000 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 1200 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 1400 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 1600 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 200 MCG FILM KAPLITABLET (140 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 200 MCG FILM KAPLITABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 400 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 600 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELPENZA 800 MCG FILM KAPLI TABLET (60 ADET),selexipag,300,"hypotensive activities, metabolism, anticoagulant activities"
SELTAVIR 75 MG SERT KAPSUL (10 ADET),oseltamivir,1,serum concentration of active metabolites
SEMOTIDIN 200 MCG / 2 ML I.V. INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE ( 5 FLAKON ),dexmedetomidine,462,"risk or severity of adverse effects, atrioventricular blocking (AV block) activities, central nervous system depressant (CNS depressant) activities"
SEQUA 300 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SERALIN 100 MG CENTIKLI 28 FTB,sertraline,777,"metabolism, risk or severity of adverse effects, serum concentration"
SERALIN 50 MG CENTIKLI 28 FTB,sertraline,777,"metabolism, risk or severity of adverse effects, serum concentration"
SERDOLECT 12 MG 28 FTB,sertindole,416,"risk or severity of adverse effects, metabolism, serum concentration"
SERDOLECT 16 MG 28 FTB,sertindole,416,"risk or severity of adverse effects, metabolism, serum concentration"
SERDOLECT 20 MG 28 FTB,sertindole,416,"risk or severity of adverse effects, metabolism, serum concentration"
SEREX 100 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEREX 200 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEREX 25 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEREX 300 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEREX 50 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET),quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEROQUEL 100 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEROQUEL 200 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEROQUEL 25 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SEROQUEL 300 MG 30 FTB,quetiapine,708,"risk or severity of adverse effects, QTc-prolonging activities, serum concentration"
SERUM FIZ %0.9 10 ML 10 AMP (BIOSEL),sodium chloride,1,risk or severity of adverse effects
SERUM FIZ %0.9 10 ML 10 AMP (GALEN),sodium chloride,1,risk or severity of adverse effects
"SERUM FIZYOLOJIK IZOTONIK %0,9 10 ML (10 AMPUL)",sodium chloride,1,risk or severity of adverse effects
"SERUM FIZYOLOJIK IZOTONIK %0,9 ENJEKSIYONLUK COZELTI, 10 ML",sodium chloride,1,risk or severity of adverse effects
"SERUM FIZYOLOJIK IZOTONIK %0,9 ENJEKSIYONLUK COZELTI, 2 ML",sodium chloride,1,risk or severity of adverse effects
"SERUM FIZYOLOJIK IZOTONIK %0,9 ENJEKSIYONLUK COZELTI, 5 ML",sodium chloride,1,risk or severity of adverse effects
SERUM FIZYOLOJIK ONFARMA 10 ML 10 AMP,sodium chloride,1,risk or severity of adverse effects
"SERUM SALE 2000 MG/10 ML ENJEKSİYONLUK ÇÖZELTİ, 10 AMPUL",sodium chloride,1,risk or severity of adverse effects
SETIDRIL 10 MG FILM KAPLI TABLET (20 FILM TABLET),cetirizine,291,"risk or severity of adverse effects, central nervous system depressant (CNS depressant) activities, sedative activities"
SETINOX 10 MG 28 KAPSUL,atomoxetine,697,"metabolism, serum concentration, QTc-prolonging activities"
SETINOX 18 MG 28 KAPSUL,atomoxetine,697,"metabolism, serum concentration, QTc-prolonging activities"
SETINOX 25 MG 28 KAPSUL,atomoxetine,697,"metabolism, serum concentration, QTc-prolonging activities"
SETINOX 40 MG 28 KAPSUL,atomoxetine,697,"metabolism, serum concentration, QTc-prolonging activities"
SETINOX 60 MG 28 KAPSUL,atomoxetine,697,"metabolism, serum concentration, QTc-prolonging activities"
SEVAREN 800 MG 180 TABLET,sevelamer,24,"absorption, serum concentration"
SEVASTRA 100 MG FILM KAPLI TABLET,erlotinib,209,"serum concentration, metabolism, risk or severity of adverse effects"
SEVASTRA 150 MG FILM KAPLI TABLET,erlotinib,209,"serum concentration, metabolism, risk or severity of adverse effects"
SIABET 100 MG FILM KAPLI TABLET (28 ADET),sitagliptin,311,"hypoglycemic activities, serum concentration, therapeutic efficacy"
SIBELIUM 5 MG 50 TB,flunarizine,469,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
SIDOVIS 375 MG/5 ML IV KONSANTRE INFUZYONLUK COZELTI,cidofovir,2,"excretion rate of higher serum level, serum concentration"
SIFLOKS 500 MG FILM KAPLI TABLET (14 TABLET),ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
SIFLOKS 750 MG 14 TABLET,ciprofloxacin,447,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
"SIGNIFOR 0,3 MG/ML ENJEKSIYONLUK COZELTI 60 AMP",pasireotide,144,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
"SIGNIFOR 0,6 MG/ML ENJEKSIYONLUK COZELTI 60 AMP",pasireotide,144,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
"SIGNIFOR 0,9 MG/ML ENJEKSIYONLUK COZELTI 60 AMP",pasireotide,144,"QTc-prolonging activities, bradycardic activities, therapeutic efficacy"
SIKLOCAP 250 MG 40 KAP,cycloserine,4,"risk or severity of adverse effects, neurotoxic activities, therapeutic efficacy"
SIKLOPLEJIN %1 5 ML GOZ DAMLASI,cyclopentolate,119,"risk or severity of adverse effects, therapeutic efficacy, serum concentration"
"SILDEGRA 100 MG FİLM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
"SILDEGRA 50 MG FİLM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
"SILFECT 100 MG FILM TABLET ,4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
"SILFECT 50 MG FILM TABLET ,4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
"SILMED 100 MG FILM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
SILNORM 100 MG 60 TABLET,cilostazol,309,"serum concentration, anticoagulant activities, metabolism"
SILVADIAZIN %1 40 GR KREM,silver sulfadiazine,3,risk or severity of adverse effects
SILVAMED %1 40 GR KREM,silver sulfadiazine,3,risk or severity of adverse effects
SILVERDIN %1 40 GR KREM,silver sulfadiazine,3,risk or severity of adverse effects
SILVERDIN %1 400 GR KREM,silver sulfadiazine,3,risk or severity of adverse effects
SIMENDAN 12.5 MG/5 ML I.V. INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE,levosimendan,173,"risk or severity of adverse effects, hypotensive activities, orthostatic hypotensive activities"
SIN-MONT 10 MG FILM KAPLI TABLET (28 FILM KAPLI TABLET),montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
SIN-MONT 4 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
SIN-MONT 5 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
SINAKORT-A 40 MG ENJEKSIYONLUK SUSPANSIYON (1 AMPUL),triamcinolone,393,"risk or severity of adverse effects, metabolism, serum concentration"
SINEGRA 100 MG 4 FILM TABLET,sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
SINEGRA 50 MG 4 FILM TABLET,sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
SINGULAIR 10 MG 28 FTB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
SINGULAIR 4 MG CIGNEME TABLETI (28 TABLET),montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
SINGULAIR 5 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
SINOPRYL 10 MG 30 TB,lisinopril,394,"risk or severity of adverse effects, hypotensive activities, serum concentration"
SINOPRYL 20 MG 30 TB,lisinopril,394,"risk or severity of adverse effects, hypotensive activities, serum concentration"
SINOPRYL 5 MG 30 TB,lisinopril,394,"risk or severity of adverse effects, hypotensive activities, serum concentration"
