drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB01118,DB06144,Amiodarone,Sertindole,metabolism
DB01118,DB01628,Amiodarone,Etoricoxib,metabolism
DB01118,DB06155,Amiodarone,Rimonabant,metabolism
DB01118,DB06267,Amiodarone,Udenafil,metabolism
DB01118,DB06287,Amiodarone,Temsirolimus,metabolism
DB01118,DB01186,Amiodarone,Pergolide,metabolism
DB01118,DB05271,Amiodarone,Rotigotine,metabolism
DB01118,DB01159,Amiodarone,Halothane,metabolism
DB01118,DB06148,Amiodarone,Mianserin,metabolism
DB01118,DB01435,Amiodarone,Antipyrine,metabolism
DB01118,DB01248,Amiodarone,Docetaxel,metabolism
DB01118,DB06403,Amiodarone,Ambrisentan,metabolism
DB01118,DB01558,Amiodarone,Bromazepam,metabolism
DB01118,DB01219,Amiodarone,Dantrolene,metabolism
DB01118,DB04574,Amiodarone,Estrone sulfate,metabolism
DB01118,DB06712,Amiodarone,Nilvadipine,metabolism
DB01118,DB01621,Amiodarone,Pipotiazine,metabolism
DB01118,DB06228,Amiodarone,Rivaroxaban,metabolism
DB01118,DB06145,Amiodarone,Spiramycin,metabolism
DB01118,DB01253,Amiodarone,Ergonovine,metabolism
DB01118,DB01221,Amiodarone,Ketamine,metabolism
DB01118,DB01128,Amiodarone,Bicalutamide,metabolism
DB01118,DB01424,Amiodarone,Aminophenazone,metabolism
DB01118,DB01138,Amiodarone,Sulfinpyrazone,metabolism
DB01118,DB06739,Amiodarone,Seratrodast,metabolism
DB01118,DB06738,Amiodarone,Ketobemidone,metabolism
DB01118,DB01242,Amiodarone,Clomipramine,metabolism
DB01118,DB01192,Amiodarone,Oxymorphone,metabolism
DB01118,DB01173,Amiodarone,Orphenadrine,metabolism
DB01118,DB06700,Amiodarone,Desvenlafaxine,metabolism
DB01118,DB01431,Amiodarone,Allylestrenol,metabolism
DB01118,DB06742,Amiodarone,Ambroxol,metabolism
DB01118,DB01223,Amiodarone,Aminophylline,metabolism
DB01118,DB01393,Amiodarone,Bezafibrate,metabolism
DB01118,DB01156,Amiodarone,Bupropion,metabolism
DB01118,DB01559,Amiodarone,Clotiazepam,metabolism
DB01118,DB01551,Amiodarone,Dihydrocodeine,metabolism
DB01118,DB01196,Amiodarone,Estramustine,metabolism
DB01118,DB01466,Amiodarone,Ethylmorphine,metabolism
DB01118,DB01544,Amiodarone,Flunitrazepam,metabolism
DB01118,DB01355,Amiodarone,Hexobarbital,metabolism
DB01118,DB05381,Amiodarone,Histamine,metabolism
DB01118,DB06710,Amiodarone,Methyltestosterone,metabolism
DB01118,DB01183,Amiodarone,Naloxone,metabolism
DB01118,DB01595,Amiodarone,Nitrazepam,metabolism
DB01118,DB04930,Amiodarone,Permethrin,metabolism
DB01118,DB01179,Amiodarone,Podofilox,metabolism
DB01118,DB01588,Amiodarone,Prazepam,metabolism
DB01118,DB01131,Amiodarone,Proguanil,metabolism
DB01118,DB01589,Amiodarone,Quazepam,metabolism
DB01118,DB01236,Amiodarone,Sevoflurane,metabolism
DB01118,DB01349,Amiodarone,Tasosartan,metabolism
DB01118,DB04572,Amiodarone,Thiotepa,metabolism
DB01118,DB13179,Amiodarone,Troleandomycin,metabolism
DB01118,DB01392,Amiodarone,Yohimbine,metabolism
DB01118,DB01380,Amiodarone,Cortisone acetate,metabolism
DB01118,DB01384,Amiodarone,Paramethasone,metabolism
DB01118,DB01587,Amiodarone,Ketazolam,metabolism
DB01118,DB01708,Amiodarone,Prasterone,metabolism
DB01118,DB05039,Amiodarone,Indacaterol,metabolism
DB01118,DB06770,Amiodarone,Benzyl alcohol,metabolism
DB01118,DB06777,Amiodarone,Chenodeoxycholic acid,metabolism
DB01118,DB06762,Amiodarone,Pinacidil,metabolism
DB01118,DB08828,Amiodarone,Vismodegib,metabolism
DB01118,DB04871,Amiodarone,Lorcaserin,metabolism
DB01118,DB08883,Amiodarone,Perampanel,metabolism
DB01118,DB08893,Amiodarone,Mirabegron,metabolism
DB01118,DB08906,Amiodarone,Fluticasone furoate,metabolism
DB01118,DB08907,Amiodarone,Canagliflozin,metabolism
DB01118,DB06203,Amiodarone,Alogliptin,metabolism
DB01118,DB08910,Amiodarone,Pomalidomide,metabolism
DB01118,DB01142,Amiodarone,Doxepin,metabolism
DB01118,DB06292,Amiodarone,Dapagliflozin,metabolism
DB01118,DB05676,Amiodarone,Apremilast,metabolism
DB01118,DB09082,Amiodarone,Vilanterol,metabolism
DB01118,DB09026,Amiodarone,Aliskiren,metabolism
DB01118,DB09101,Amiodarone,Elvitegravir,metabolism
DB01118,DB06016,Amiodarone,Cariprazine,metabolism
DB01118,DB09291,Amiodarone,Rolapitant,metabolism
DB01118,DB06282,Amiodarone,Levocetirizine,metabolism
DB01118,DB09570,Amiodarone,Ixazomib,metabolism
DB01118,DB11362,Amiodarone,Selexipag,metabolism
DB01118,DB06789,Amiodarone,Hydroxyprogesterone caproate,metabolism
DB01118,DB08931,Amiodarone,Riociguat,metabolism
DB01118,DB09389,Amiodarone,Norgestrel,metabolism
DB01118,DB11581,Amiodarone,Venetoclax,metabolism
DB01118,DB12332,Amiodarone,Rucaparib,metabolism
DB01118,DB11921,Amiodarone,Deflazacort,metabolism
DB01118,DB11737,Amiodarone,Icotinib,metabolism
DB01118,DB06654,Amiodarone,Safinamide,metabolism
DB01118,DB09555,Amiodarone,Dexchlorpheniramine maleate,metabolism
DB01118,DB11613,Amiodarone,Velpatasvir,metabolism
DB01118,DB05541,Amiodarone,Brivaracetam,metabolism
DB01118,DB11915,Amiodarone,Valbenazine,metabolism
DB01118,DB05351,Amiodarone,Dexlansoprazole,metabolism
DB01118,DB11575,Amiodarone,Grazoprevir,metabolism
DB01118,DB08922,Amiodarone,Perospirone,metabolism
DB01118,DB11614,Amiodarone,Rupatadine,metabolism
DB01118,DB11828,Amiodarone,Neratinib,metabolism
DB01118,DB12026,Amiodarone,Voxilaprevir,metabolism
DB01118,DB13874,Amiodarone,Enasidenib,metabolism
DB01118,DB06595,Amiodarone,Midostaurin,metabolism
DB01118,DB11574,Amiodarone,Elbasvir,metabolism
DB01118,DB12483,Amiodarone,Copanlisib,metabolism
DB01118,DB12267,Amiodarone,Brigatinib,metabolism
DB01118,DB11817,Amiodarone,Baricitinib,metabolism
DB01118,DB09223,Amiodarone,Blonanserin,metabolism
DB01118,DB09061,Amiodarone,Cannabidiol,metabolism
DB01118,DB13943,Amiodarone,Testosterone cypionate,metabolism
DB01118,DB13944,Amiodarone,Testosterone enanthate,metabolism
DB01118,DB13946,Amiodarone,Testosterone undecanoate,metabolism
DB01118,DB13952,Amiodarone,Estradiol acetate,metabolism
DB01118,DB13953,Amiodarone,Estradiol benzoate,metabolism
DB01118,DB13954,Amiodarone,Estradiol cypionate,metabolism
DB01118,DB13955,Amiodarone,Estradiol dienanthate,metabolism
DB01118,DB13956,Amiodarone,Estradiol valerate,metabolism
DB01118,DB13941,Amiodarone,Piperaquine,metabolism
DB01118,DB01420,Amiodarone,Testosterone propionate,metabolism
DB01118,DB11799,Amiodarone,Bictegravir,metabolism
DB01118,DB09225,Amiodarone,Zotepine,metabolism
DB01118,DB09231,Amiodarone,Benidipine,metabolism
DB01118,DB11712,Amiodarone,Tezacaftor,metabolism
DB01118,DB12278,Amiodarone,Propiverine,metabolism
DB01118,DB14011,Amiodarone,Nabiximols,metabolism
DB01118,DB11641,Amiodarone,Vinflunine,metabolism
DB01118,DB14019,Amiodarone,Fosnetupitant,metabolism
DB01118,DB12010,Amiodarone,Fostamatinib,metabolism
DB01118,DB11274,Amiodarone,Dihydro-alpha-ergocryptine,metabolism
DB01118,DB13456,Amiodarone,Midecamycin,metabolism
DB01118,DB11995,Amiodarone,Avatrombopag,metabolism
DB01118,DB11672,Amiodarone,Curcumin,metabolism
DB01118,DB01394,Amiodarone,Colchicine,serum concentration
DB01118,DB08916,Amiodarone,Afatinib,serum concentration
DB01118,DB01189,Amiodarone,Desflurane,QTc-prolonging activities
DB01118,DB01623,Amiodarone,Thiothixene,QTc-prolonging activities
DB01118,DB02546,Amiodarone,Vorinostat,QTc-prolonging activities
DB01118,DB04953,Amiodarone,Ezogabine,QTc-prolonging activities
DB01118,DB06663,Amiodarone,Pasireotide,QTc-prolonging activities
DB01118,DB06699,Amiodarone,Degarelix,QTc-prolonging activities
DB01118,DB06788,Amiodarone,Histrelin,QTc-prolonging activities
DB01118,DB06825,Amiodarone,Triptorelin,QTc-prolonging activities
DB01118,DB08871,Amiodarone,Eribulin,QTc-prolonging activities
DB01118,DB01254,Amiodarone,Dasatinib,serum concentration
DB01118,DB09167,Amiodarone,Dosulepin,metabolism
DB01118,DB01197,Amiodarone,Captopril,metabolism
DB01118,DB01228,Amiodarone,Encainide,metabolism
DB01118,DB01233,Amiodarone,Metoclopramide,metabolism
DB01118,DB01171,Amiodarone,Moclobemide,metabolism
DB01118,DB01274,Amiodarone,Arformoterol,metabolism
DB01118,DB04840,Amiodarone,Debrisoquin,metabolism
DB01118,DB00532,Amiodarone,Mephenytoin,metabolism
DB01118,DB01191,Amiodarone,Dexfenfluramine,metabolism
DB01118,DB01403,Amiodarone,Methotrimeprazine,metabolism
DB01118,DB01576,Amiodarone,Dextroamphetamine,metabolism
DB01118,DB04841,Amiodarone,Flunarizine,metabolism
DB01118,DB01577,Amiodarone,Methamphetamine,metabolism
DB01118,DB03128,Amiodarone,Acetylcholine,metabolism
DB01118,DB01429,Amiodarone,Aprindine,metabolism
DB01118,DB01244,Amiodarone,Bepridil,metabolism
DB01118,DB01177,Amiodarone,Idarubicin,metabolism
DB01118,DB01206,Amiodarone,Lomustine,metabolism
DB01118,DB06701,Amiodarone,Dexmethylphenidate,metabolism
DB01118,DB04920,Amiodarone,Clevidipine,metabolism
DB01118,DB06204,Amiodarone,Tapentadol,metabolism
DB01118,DB09076,Amiodarone,Umeclidinium,metabolism
DB01118,DB06217,Amiodarone,Vernakalant,metabolism
DB01118,DB12070,Amiodarone,Letermovir,metabolism
DB01118,DB04948,Amiodarone,Lofexidine,metabolism
DB01118,DB09039,Amiodarone,Eliglustat,serum concentration
DB01118,DB09068,Amiodarone,Vortioxetine,serum concentration
DB01118,DB08899,Amiodarone,Enzalutamide,serum concentration
DB01118,DB06702,Amiodarone,Fesoterodine,serum concentration of active metabolites
DB01118,DB01218,Amiodarone,Halofantrine,serum concentration
DB01118,DB04946,Amiodarone,Iloperidone,serum concentration of active metabolites
DB01118,DB08820,Amiodarone,Ivacaftor,serum concentration
DB01118,DB04845,Amiodarone,Ixabepilone,serum concentration
DB01118,DB08918,Amiodarone,Levomilnacipran,serum concentration
DB01118,DB01283,Amiodarone,Lumiracoxib,metabolism
DB01118,DB01124,Amiodarone,Tolbutamide,metabolism
DB01118,DB01357,Amiodarone,Mestranol,metabolism
DB01118,DB06725,Amiodarone,Lornoxicam,metabolism
DB01118,DB06268,Amiodarone,Sitaxentan,metabolism
DB01118,DB01120,Amiodarone,Gliclazide,metabolism
DB01118,DB06737,Amiodarone,Zaltoprofen,metabolism
DB01118,DB06736,Amiodarone,Aceclofenac,metabolism
DB01118,DB08798,Amiodarone,Sulfamoxole,metabolism
DB01118,DB01240,Amiodarone,Epoprostenol,metabolism
DB01118,DB04898,Amiodarone,Ximelagatran,metabolism
DB01118,DB06803,Amiodarone,Niclosamide,metabolism
DB01118,DB01154,Amiodarone,Thiamylal,metabolism
DB01118,DB09080,Amiodarone,Olodaterol,metabolism
DB01118,DB11560,Amiodarone,Lesinurad,metabolism
DB01118,DB03756,Amiodarone,Doconexent,metabolism
DB01118,DB14033,Amiodarone,Acetyl sulfisoxazole,metabolism
DB01118,DB04835,Amiodarone,Maraviroc,serum concentration
DB01118,DB06603,Amiodarone,Panobinostat,serum concentration
DB01118,DB08901,Amiodarone,Ponatinib,serum concentration
DB01118,DB01224,Amiodarone,Quetiapine,serum concentration
DB01118,DB08882,Amiodarone,Linagliptin,serum concentration
DB01118,DB09256,Amiodarone,Tegafur,metabolism
DB01118,DB09327,Amiodarone,Tegafur-uracil,metabolism
DB01118,DB08877,Amiodarone,Ruxolitinib,serum concentration
DB01118,DB06335,Amiodarone,Saxagliptin,serum concentration
DB01118,DB06695,Amiodarone,Dabigatran etexilate,serum concentration
DB01118,DB01162,Amiodarone,Terazosin,orthostatic hypotensive activities
DB01118,DB01614,Amiodarone,Acepromazine,orthostatic hypotensive activities
DB01118,DB01622,Amiodarone,Thioproperazine,orthostatic hypotensive activities
DB01118,DB06153,Amiodarone,Pizotifen,orthostatic hypotensive activities
DB01118,DB01608,Amiodarone,Propericiazine,orthostatic hypotensive activities
DB01118,DB01255,Amiodarone,Lisdexamfetamine,orthostatic hypotensive activities
DB01118,DB01264,Amiodarone,Darunavir,serum concentration
DB01118,DB01195,Amiodarone,Flecainide,serum concentration
DB01118,DB01320,Amiodarone,Fosphenytoin,serum concentration
DB01118,DB08895,Amiodarone,Tofacitinib,serum concentration
DB01118,DB08867,Amiodarone,Ulipristal,serum concentration
DB01118,DB06684,Amiodarone,Vilazodone,serum concentration
DB01118,DB11901,Amiodarone,Apalutamide,serum concentration
DB01118,DB01198,Amiodarone,Zopiclone,serum concentration
DB01118,DB01624,Amiodarone,Zuclopenthixol,serum concentration
DB01118,DB04844,Amiodarone,Tetrabenazine,serum concentration
DB01118,DB01377,Amiodarone,Magnesium oxide,risk or severity of hypotension and neuromuscular blockade
DB01118,DB01397,Amiodarone,Magnesium salicylate,risk or severity of hypotension and neuromuscular blockade
DB01118,DB09104,Amiodarone,Magnesium hydroxide,risk or severity of hypotension and neuromuscular blockade
DB01118,DB01609,Amiodarone,Deferasirox,serum concentration
DB01118,DB09123,Amiodarone,Dienogest,serum concentration
DB01118,DB01395,Amiodarone,Drospirenone,serum concentration
DB01118,DB09280,Amiodarone,Lumacaftor,serum concentration
DB01118,DB06708,Amiodarone,Lumefantrine,serum concentration
DB01118,DB06717,Amiodarone,Fosaprepitant,serum concentration
DB01118,DB09027,Amiodarone,Ledipasvir,serum concentration
DB01118,DB08933,Amiodarone,Luliconazole,serum concentration
DB01118,DB01136,Amiodarone,Carvedilol,serum concentration
DB01118,DB09048,Amiodarone,Netupitant,serum concentration
DB01118,DB06218,Amiodarone,Lacosamide,serum concentration
DB01118,DB01193,Amiodarone,Acebutolol,therapeutic efficacy
DB01118,DB01203,Amiodarone,Nadolol,therapeutic efficacy
DB01118,DB01210,Amiodarone,Levobunolol,therapeutic efficacy
DB01118,DB01214,Amiodarone,Metipranolol,therapeutic efficacy
DB01118,DB01295,Amiodarone,Bevantolol,therapeutic efficacy
DB01118,DB01297,Amiodarone,Practolol,therapeutic efficacy
DB01118,DB01359,Amiodarone,Penbutolol,therapeutic efficacy
DB01118,DB01580,Amiodarone,Oxprenolol,therapeutic efficacy
DB01118,DB04846,Amiodarone,Celiprolol,therapeutic efficacy
DB01118,DB08807,Amiodarone,Bopindolol,therapeutic efficacy
DB01118,DB08808,Amiodarone,Bupranolol,therapeutic efficacy
DB01118,DB06216,Amiodarone,Asenapine,therapeutic efficacy
DB01118,DB09351,Amiodarone,Levobetaxolol,therapeutic efficacy
DB01118,DB01151,Amiodarone,Desipramine,therapeutic efficacy
DB01118,DB04938,Amiodarone,Ospemifene,serum concentration
DB01118,DB08439,Amiodarone,Parecoxib,serum concentration
DB01118,DB06480,Amiodarone,Prucalopride,serum concentration
DB01118,DB08896,Amiodarone,Regorafenib,bradycardic activities
DB01118,DB09262,Amiodarone,Imidafenacin,serum concentration
DB01118,DB00382,Amiodarone,Tacrine,bradycardic activities
DB01118,DB01122,Amiodarone,Ambenonium,bradycardic activities
DB01118,DB01400,Amiodarone,Neostigmine,bradycardic activities
DB01118,DB04864,Amiodarone,Huperzine A,bradycardic activities
DB01118,DB01199,Amiodarone,Tubocurarine,bradycardic activities
DB01118,DB01245,Amiodarone,Decamethonium,bradycardic activities
DB01118,DB01158,Amiodarone,Bretylium,bradycardic activities
DB01118,DB06605,Amiodarone,Apixaban,serum concentration
DB01118,DB01194,Amiodarone,Brinzolamide,serum concentration
DB01118,DB01143,Amiodarone,Amifostine,risk or severity of adverse effects
DB01118,DB01282,Amiodarone,Carbetocin,risk or severity of adverse effects
DB01118,DB09232,Amiodarone,Cilnidipine,risk or severity of adverse effects
DB01118,DB09235,Amiodarone,Efonidipine,risk or severity of adverse effects
DB01118,DB09477,Amiodarone,Enalaprilat,risk or severity of adverse effects
DB01118,DB09279,Amiodarone,Fimasartan,risk or severity of adverse effects
DB01118,DB01247,Amiodarone,Isocarboxazid,risk or severity of adverse effects
DB01118,DB09286,Amiodarone,Pipamperone,risk or severity of adverse effects
DB01118,DB01367,Amiodarone,Rasagiline,risk or severity of adverse effects
DB01118,DB09292,Amiodarone,Sacubitril,risk or severity of adverse effects
DB01118,DB09112,Amiodarone,Nitrous acid,risk or severity of adverse effects
DB01118,DB01144,Amiodarone,Diclofenamide,risk or severity of adverse effects
DB01118,DB01275,Amiodarone,Hydralazine,risk or severity of adverse effects
DB01118,DB01340,Amiodarone,Cilazapril,risk or severity of adverse effects
DB01118,DB01612,Amiodarone,Amyl Nitrite,risk or severity of adverse effects
DB01118,DB08822,Amiodarone,Azilsartan medoxomil,risk or severity of adverse effects
DB01118,DB08941,Amiodarone,Isoxsuprine,risk or severity of adverse effects
DB01118,DB09038,Amiodarone,Empagliflozin,risk or severity of adverse effects
DB01118,DB06791,Amiodarone,Lanreotide,bradycardic activities
DB01118,DB09120,Amiodarone,Zucapsaicin,metabolism
DB01118,DB09198,Amiodarone,Lobeglitazone,metabolism
DB01118,DB04861,Amiodarone,Nebivolol,serum concentration
DB01118,DB01126,Amiodarone,Dutasteride,serum concentration
DB01118,DB09238,Amiodarone,Manidipine,metabolism
DB01118,DB04896,Amiodarone,Milnacipran,serum concentration
DB01118,DB01215,Amiodarone,Estazolam,serum concentration
DB01118,DB01611,Amiodarone,Hydroxychloroquine,metabolism
DB01118,DB06608,Amiodarone,Tafenoquine,metabolism
DB01118,DB06413,Amiodarone,Armodafinil,metabolism
DB01118,DB09119,Amiodarone,Eslicarbazepine acetate,metabolism
DB01118,DB09054,Amiodarone,Idelalisib,serum concentration
DB01118,DB09220,Amiodarone,Nicorandil,hypotensive activities
DB01118,DB05219,Amiodarone,Crisaborole,metabolism
DB01118,DB01685,Amiodarone,Topiroxostat,metabolism
DB01118,DB01181,Amiodarone,Ifosfamide,serum concentration
DB01118,DB09091,Amiodarone,Tixocortol,serum concentration
DB01118,DB01130,Amiodarone,Prednicarbate,serum concentration
DB01118,DB06781,Amiodarone,Difluprednate,serum concentration
DB01118,DB08971,Amiodarone,Fluocortolone,serum concentration
DB01118,DB02187,Amiodarone,Equilin,serum concentration
DB01118,DB02789,Amiodarone,Pregnenolone,serum concentration
DB01118,DB06780,Amiodarone,Desoxycorticosterone acetate,serum concentration
DB01118,DB08905,Amiodarone,Formestane,serum concentration
DB01118,DB09095,Amiodarone,Difluocortolone,serum concentration
DB01118,DB09378,Amiodarone,Fluprednisolone,serum concentration
DB01118,DB11750,Amiodarone,Clobetasol,serum concentration
DB01118,DB13158,Amiodarone,Clobetasone,serum concentration
DB01118,DB01260,Amiodarone,Desonide,serum concentration
DB01118,DB06786,Amiodarone,Halcinonide,serum concentration
DB01118,DB13867,Amiodarone,Fluticasone,serum concentration
DB01118,DB09079,Amiodarone,Nintedanib,serum concentration
DB01118,DB01220,Amiodarone,Rifaximin,serum concentration
DB01118,DB01411,Amiodarone,Pranlukast,serum concentration
DB01118,DB06209,Amiodarone,Prasugrel,serum concentration
DB01118,DB01351,Amiodarone,Amobarbital,hypotensive activities
DB01118,DB01256,Amiodarone,Retapamulin,serum concentration
DB01118,DB08864,Amiodarone,Rilpivirine,serum concentration
DB01118,DB01235,Amiodarone,Levodopa,orthostatic hypotensive activities
DB01118,DB06176,Amiodarone,Romidepsin,serum concentration
DB01118,DB08880,Amiodarone,Teriflunomide,serum concentration
DB01118,DB08873,Amiodarone,Boceprevir,serum concentration
DB01118,DB09065,Amiodarone,Cobicistat,serum concentration
DB01118,DB04839,Amiodarone,Cyproterone acetate,serum concentration
DB01118,DB13142,Amiodarone,Calcium glubionate,therapeutic efficacy
DB01118,DB11126,Amiodarone,Calcium gluconate,therapeutic efficacy
DB01118,DB11093,Amiodarone,Calcium Citrate,therapeutic efficacy
DB01118,DB11348,Amiodarone,Calcium Phosphate,therapeutic efficacy
DB01118,DB13231,Amiodarone,Calcium lactate,therapeutic efficacy
DB01118,DB13800,Amiodarone,Calcium levulinate,therapeutic efficacy
DB01118,DB01164,Amiodarone,Calcium Chloride,therapeutic efficacy
DB01118,DB06724,Amiodarone,Calcium Carbonate,therapeutic efficacy
DB01118,DB06414,Amiodarone,Etravirine,serum concentration
DB01118,DB09071,Amiodarone,Tasimelteon,serum concentration
DB01118,DB01319,Amiodarone,Fosamprenavir,serum concentration
DB01118,DB05528,Amiodarone,Mipomersen,hepatotoxic activities
DB01118,DB01127,Amiodarone,Econazole,therapeutic efficacy
DB01118,DB01141,Amiodarone,Micafungin,therapeutic efficacy
DB01118,DB01153,Amiodarone,Sertaconazole,therapeutic efficacy
DB01118,DB01157,Amiodarone,Trimetrexate,therapeutic efficacy
DB01118,DB01188,Amiodarone,Ciclopirox,therapeutic efficacy
DB01118,DB01243,Amiodarone,Chloroxine,therapeutic efficacy
DB01118,DB01422,Amiodarone,Nitroxoline,therapeutic efficacy
DB01118,DB02513,Amiodarone,Thymol,therapeutic efficacy
DB01118,DB03793,Amiodarone,Benzoic Acid,therapeutic efficacy
DB01118,DB04794,Amiodarone,Bifonazole,therapeutic efficacy
DB01118,DB06820,Amiodarone,Sulconazole,therapeutic efficacy
DB01118,DB08943,Amiodarone,Isoconazole,therapeutic efficacy
DB01118,DB08958,Amiodarone,Hexetidine,therapeutic efficacy
DB01118,DB09031,Amiodarone,Miltefosine,therapeutic efficacy
DB01118,DB09040,Amiodarone,Efinaconazole,therapeutic efficacy
DB01118,DB09041,Amiodarone,Tavaborole,therapeutic efficacy
DB01118,DB09056,Amiodarone,Amorolfine,therapeutic efficacy
DB01118,DB05521,Amiodarone,Telaprevir,risk or severity of adverse effects
DB01118,DB01273,Amiodarone,Varenicline,risk or severity of adverse effects
DB01118,DB01246,Amiodarone,Alimemazine,hypotensive activities
DB01118,DB01615,Amiodarone,Aceprometazine,hypotensive activities
DB01118,DB09241,Amiodarone,Methylene blue,hypotensive activities
DB01118,DB12710,Amiodarone,Perazine,hypotensive activities
DB01118,DB06802,Amiodarone,Nepafenac,antihypertensive activities
DB01118,DB01250,Amiodarone,Olsalazine,antihypertensive activities
DB01118,DB01399,Amiodarone,Salsalate,antihypertensive activities
DB01118,DB01401,Amiodarone,Choline magnesium trisalicylate,antihypertensive activities
DB01118,DB01600,Amiodarone,Tiaprofenic acid,antihypertensive activities
DB01118,DB02709,Amiodarone,Resveratrol,antihypertensive activities
DB01118,DB03585,Amiodarone,Oxyphenbutazone,antihypertensive activities
DB01118,DB04552,Amiodarone,Niflumic Acid,antihypertensive activities
DB01118,DB04743,Amiodarone,Nimesulide,antihypertensive activities
DB01118,DB04817,Amiodarone,Metamizole,antihypertensive activities
DB01118,DB04951,Amiodarone,Pirfenidone,antihypertensive activities
DB01118,DB06196,Amiodarone,Icatibant,antihypertensive activities
DB01118,DB07615,Amiodarone,Tranilast,antihypertensive activities
DB01118,DB08797,Amiodarone,Salicylamide,antihypertensive activities
DB01118,DB08981,Amiodarone,Fenbufen,antihypertensive activities
DB01118,DB08984,Amiodarone,Etofenamate,antihypertensive activities
DB01118,DB08991,Amiodarone,Epirizole,antihypertensive activities
DB01118,DB09212,Amiodarone,Loxoprofen,antihypertensive activities
DB01118,DB09216,Amiodarone,Tolfenamic Acid,antihypertensive activities
DB01118,DB09218,Amiodarone,Clonixin,antihypertensive activities
DB01118,DB09288,Amiodarone,Propacetamol,antihypertensive activities
DB01118,DB12598,Amiodarone,Nafamostat,antihypertensive activities
DB01118,DB13063,Amiodarone,Parthenolide,antihypertensive activities
DB01118,DB13167,Amiodarone,Alclofenac,antihypertensive activities
DB01118,DB13346,Amiodarone,Bufexamac,antihypertensive activities
DB01118,DB13783,Amiodarone,Acemetacin,antihypertensive activities
DB01118,DB09084,Amiodarone,Benzydamine,antihypertensive activities
DB01118,DB01251,Amiodarone,Gliquidone,hypoglycemic activities
DB01118,DB11637,Amiodarone,Delamanid,QTc-prolonging activities
DB01119,DB09227,Diazoxide,Barnidipine,antihypertensive activities
DB01119,DB13783,Diazoxide,Acemetacin,therapeutic efficacy
DB01119,DB01143,Diazoxide,Amifostine,hypotensive activities
DB01119,DB06267,Diazoxide,Udenafil,antihypertensive activities
DB01119,DB06237,Diazoxide,Avanafil,antihypertensive activities
DB01119,DB12010,Diazoxide,Fostamatinib,antihypertensive activities
DB01119,DB01324,Diazoxide,Polythiazide,risk or severity of adverse effects
DB01119,DB01325,Diazoxide,Quinethazone,risk or severity of adverse effects
DB01119,DB13532,Diazoxide,Cyclopenthiazide,risk or severity of adverse effects
DB01119,DB09214,Diazoxide,Dexketoprofen,risk or severity of adverse effects
DB01119,DB09282,Diazoxide,Molsidomine,hypotensive activities
DB01119,DB01171,Diazoxide,Moclobemide,hypotensive activities
DB01119,DB01247,Diazoxide,Isocarboxazid,hypotensive activities
DB01119,DB01367,Diazoxide,Rasagiline,hypotensive activities
DB01119,DB09244,Diazoxide,Pirlindole,hypotensive activities
DB01119,DB09245,Diazoxide,Toloxatone,hypotensive activities
DB01119,DB09241,Diazoxide,Methylene blue,hypotensive activities
DB01119,DB01168,Diazoxide,Procarbazine,hypotensive activities
DB01119,DB01120,Diazoxide,Gliclazide,therapeutic efficacy
DB01119,DB01124,Diazoxide,Tolbutamide,therapeutic efficacy
DB01119,DB01132,Diazoxide,Pioglitazone,therapeutic efficacy
DB01119,DB01251,Diazoxide,Gliquidone,therapeutic efficacy
DB01119,DB01252,Diazoxide,Mitiglinide,therapeutic efficacy
DB01119,DB01261,Diazoxide,Sitagliptin,therapeutic efficacy
DB01119,DB01278,Diazoxide,Pramlintide,therapeutic efficacy
DB01119,DB04876,Diazoxide,Vildagliptin,therapeutic efficacy
DB01119,DB04878,Diazoxide,Voglibose,therapeutic efficacy
DB01119,DB06203,Diazoxide,Alogliptin,therapeutic efficacy
DB01119,DB06335,Diazoxide,Saxagliptin,therapeutic efficacy
DB01119,DB08882,Diazoxide,Linagliptin,therapeutic efficacy
DB01119,DB08907,Diazoxide,Canagliflozin,therapeutic efficacy
DB01119,DB09038,Diazoxide,Empagliflozin,therapeutic efficacy
DB01119,DB01275,Diazoxide,Hydralazine,hypotensive activities
DB01119,DB01626,Diazoxide,Pargyline,hypotensive activities
DB01119,DB04840,Diazoxide,Debrisoquin,hypotensive activities
DB01119,DB06762,Diazoxide,Pinacidil,hypotensive activities
DB01119,DB09242,Diazoxide,Moxonidine,hypotensive activities
DB01119,DB11738,Diazoxide,Rilmenidine,hypotensive activities
DB01119,DB12945,Diazoxide,Dihydralazine,hypotensive activities
DB01119,DB01136,Diazoxide,Carvedilol,hypotensive activities
DB01119,DB01158,Diazoxide,Bretylium,hypotensive activities
DB01119,DB01170,Diazoxide,Guanethidine,hypotensive activities
DB01119,DB01193,Diazoxide,Acebutolol,hypotensive activities
DB01119,DB01197,Diazoxide,Captopril,hypotensive activities
DB01119,DB01203,Diazoxide,Nadolol,hypotensive activities
DB01119,DB01214,Diazoxide,Metipranolol,hypotensive activities
DB01119,DB01240,Diazoxide,Epoprostenol,hypotensive activities
DB01119,DB01244,Diazoxide,Bepridil,hypotensive activities
DB01119,DB01340,Diazoxide,Cilazapril,hypotensive activities
DB01119,DB01348,Diazoxide,Spirapril,hypotensive activities
DB01119,DB01359,Diazoxide,Penbutolol,hypotensive activities
