drug1_name,drug2_name,drug1_normalized,drug2_normalized,interaction_type
Irbesartan,Gemfibrozil,irbesartan,gemfibrozil,metabolism
Irbesartan,Capecitabine,irbesartan,capecitabine,metabolism
Irbesartan,Midostaurin,irbesartan,midostaurin,metabolism
Irbesartan,Amifostine,irbesartan,amifostine,hypotensive activities
Irbesartan,Deferasirox,irbesartan,deferasirox,serum concentration
Irbesartan,Udenafil,irbesartan,udenafil,antihypertensive activities
Irbesartan,Avanafil,irbesartan,avanafil,antihypertensive activities
Irbesartan,Vemurafenib,irbesartan,vemurafenib,serum concentration
Irbesartan,Carvedilol,irbesartan,carvedilol,serum concentration
Irbesartan,Iloprost,irbesartan,iloprost,risk or severity of adverse effects
Irbesartan,Sevoflurane,irbesartan,sevoflurane,risk or severity of adverse effects
Irbesartan,Papaverine,irbesartan,papaverine,risk or severity of adverse effects
Irbesartan,Nifedipine,irbesartan,nifedipine,risk or severity of adverse effects
Irbesartan,Terazosin,irbesartan,terazosin,risk or severity of adverse effects
Irbesartan,Quetiapine,irbesartan,quetiapine,risk or severity of adverse effects
Irbesartan,Empagliflozin,irbesartan,empagliflozin,risk or severity of adverse effects
Irbesartan,Aripiprazole,irbesartan,aripiprazole,hypotensive activities
Irbesartan,Ibuprofen,irbesartan,ibuprofen,metabolism
Irbesartan,Glipizide,irbesartan,glipizide,metabolism
Irbesartan,Sertraline,irbesartan,sertraline,metabolism
Irbesartan,Melatonin,irbesartan,melatonin,metabolism
Irbesartan,Thalidomide,irbesartan,thalidomide,metabolism
Irbesartan,Trabectedin,irbesartan,trabectedin,metabolism
Irbesartan,Diphenhydramine,irbesartan,diphenhydramine,metabolism
Irbesartan,Lornoxicam,irbesartan,lornoxicam,metabolism
Irbesartan,Leflunomide,irbesartan,leflunomide,metabolism
Irbesartan,Tolterodine,irbesartan,tolterodine,metabolism
Irbesartan,Gliclazide,irbesartan,gliclazide,metabolism
Irbesartan,Aceclofenac,irbesartan,aceclofenac,metabolism
Irbesartan,Bupropion,irbesartan,bupropion,metabolism
Irbesartan,Epoprostenol,irbesartan,epoprostenol,metabolism
Irbesartan,Pioglitazone,irbesartan,pioglitazone,metabolism
Irbesartan,Vismodegib,irbesartan,vismodegib,metabolism
Irbesartan,Prasugrel,irbesartan,prasugrel,metabolism
Irbesartan,Apixaban,irbesartan,apixaban,metabolism
Irbesartan,Dapagliflozin,irbesartan,dapagliflozin,metabolism
Irbesartan,Rupatadine,irbesartan,rupatadine,metabolism
Irbesartan,Rasagiline,irbesartan,rasagiline,hypotensive activities
Irbesartan,Sitagliptin,irbesartan,sitagliptin,metabolism
Irbesartan,Eltrombopag,irbesartan,eltrombopag,metabolism
Irbesartan,Domperidone,irbesartan,domperidone,metabolism
Irbesartan,Naloxone,irbesartan,naloxone,metabolism
Irbesartan,Pazopanib,irbesartan,pazopanib,metabolism
Irbesartan,Ponatinib,irbesartan,ponatinib,metabolism
Irbesartan,Riociguat,irbesartan,riociguat,metabolism
Irbesartan,Ombitasvir,irbesartan,ombitasvir,metabolism
Irbesartan,Velpatasvir,irbesartan,velpatasvir,metabolism
Irbesartan,Brigatinib,irbesartan,brigatinib,metabolism
Irbesartan,Nilotinib,irbesartan,nilotinib,metabolism
Irbesartan,Rabeprazole,irbesartan,rabeprazole,metabolism
Irbesartan,Levodopa,irbesartan,levodopa,orthostatic hypotensive activities
Irbesartan,Moxonidine,irbesartan,moxonidine,hypotensive activities
Irbesartan,Rilmenidine,irbesartan,rilmenidine,hypotensive activities
Irbesartan,Nitrendipine,irbesartan,nitrendipine,hypotensive activities
Irbesartan,Penbutolol,irbesartan,penbutolol,hypotensive activities
Irbesartan,Terlipressin,irbesartan,terlipressin,hypotensive activities
Irbesartan,Nebivolol,irbesartan,nebivolol,hypotensive activities
Irbesartan,Xylometazoline,irbesartan,xylometazoline,hypotensive activities
Irbesartan,Manidipine,irbesartan,manidipine,hypotensive activities
Irbesartan,Ambrisentan,irbesartan,ambrisentan,hypotensive activities
Irbesartan,Nepafenac,irbesartan,nepafenac,risk or severity of adverse effects
Irbesartan,Tiaprofenic acid,irbesartan,tiaprofenic acid,risk or severity of adverse effects
Irbesartan,Nimesulide,irbesartan,nimesulide,risk or severity of adverse effects
Irbesartan,Apremilast,irbesartan,apremilast,risk or severity of adverse effects
Irbesartan,Etofenamate,irbesartan,etofenamate,risk or severity of adverse effects
Irbesartan,Benzydamine,irbesartan,benzydamine,risk or severity of adverse effects
Topotecan,Rosuvastatin,topotecan,rosuvastatin,serum concentration
Topotecan,Atorvastatin,topotecan,atorvastatin,risk or severity of adverse effects
Topotecan,Rifampicin,topotecan,rifampicin,serum concentration
Topotecan,Nifedipine,topotecan,nifedipine,serum concentration
Topotecan,Amiodarone,topotecan,amiodarone,serum concentration
Topotecan,Nitrendipine,topotecan,nitrendipine,serum concentration
Topotecan,Neostigmine,topotecan,neostigmine,serum concentration
Topotecan,Colchicine,topotecan,colchicine,serum concentration
Topotecan,Clarithromycin,topotecan,clarithromycin,serum concentration
Topotecan,Itraconazole,topotecan,itraconazole,serum concentration
Topotecan,Carvedilol,topotecan,carvedilol,serum concentration
Topotecan,Miconazole,topotecan,miconazole,serum concentration
Topotecan,Nitrazepam,topotecan,nitrazepam,serum concentration
Topotecan,Desipramine,topotecan,desipramine,serum concentration
Topotecan,Sertraline,topotecan,sertraline,serum concentration
Topotecan,Levofloxacin,topotecan,levofloxacin,serum concentration
Topotecan,Lopinavir,topotecan,lopinavir,serum concentration
Topotecan,Sunitinib,topotecan,sunitinib,serum concentration
Topotecan,Terazosin,topotecan,terazosin,serum concentration
Topotecan,Dasatinib,topotecan,dasatinib,serum concentration
Topotecan,Nilotinib,topotecan,nilotinib,serum concentration
Topotecan,Temsirolimus,topotecan,temsirolimus,serum concentration
Topotecan,Propafenone,topotecan,propafenone,serum concentration
Topotecan,Tolvaptan,topotecan,tolvaptan,serum concentration
Topotecan,Regorafenib,topotecan,regorafenib,serum concentration
Topotecan,Bosutinib,topotecan,bosutinib,serum concentration
Topotecan,Ponatinib,topotecan,ponatinib,serum concentration
Topotecan,Alectinib,topotecan,alectinib,serum concentration
Topotecan,Velpatasvir,topotecan,velpatasvir,serum concentration
Topotecan,Pibrentasvir,topotecan,pibrentasvir,serum concentration
Topotecan,Letermovir,topotecan,letermovir,serum concentration
Topotecan,Ibrutinib,topotecan,ibrutinib,serum concentration
Topotecan,Pazopanib,topotecan,pazopanib,serum concentration
Topotecan,Vemurafenib,topotecan,vemurafenib,serum concentration
Topotecan,Rabeprazole,topotecan,rabeprazole,serum concentration
Topotecan,Vismodegib,topotecan,vismodegib,serum concentration
Topotecan,Brigatinib,topotecan,brigatinib,serum concentration
Topotecan,Aripiprazole,topotecan,aripiprazole,serum concentration
Topotecan,Leflunomide,topotecan,leflunomide,risk or severity of adverse effects
Topotecan,Fingolimod,topotecan,fingolimod,immunosuppressive activities
Topotecan,Roflumilast,topotecan,roflumilast,immunosuppressive activities
Topotecan,Docetaxel,topotecan,docetaxel,risk or severity of adverse effects
Topotecan,Eltrombopag,topotecan,eltrombopag,serum concentration
Mercaptopurine,Leflunomide,mercaptopurine,leflunomide,risk or severity of adverse effects
Mercaptopurine,Fingolimod,mercaptopurine,fingolimod,immunosuppressive activities
Mercaptopurine,Roflumilast,mercaptopurine,roflumilast,immunosuppressive activities
Mercaptopurine,Docetaxel,mercaptopurine,docetaxel,risk or severity of adverse effects
Tolterodine,Fusidic Acid,tolterodine,fusidic acid,serum concentration
Tolterodine,Vemurafenib,tolterodine,vemurafenib,serum concentration
Tolterodine,Rifampicin,tolterodine,rifampicin,metabolism
Tolterodine,Escitalopram,tolterodine,escitalopram,QTc-prolonging activities
Tolterodine,Domperidone,tolterodine,domperidone,QTc-prolonging activities
Tolterodine,Quetiapine,tolterodine,quetiapine,QTc-prolonging activities
Tolterodine,Zuclopenthixol,tolterodine,zuclopenthixol,QTc-prolonging activities
Tolterodine,Nilotinib,tolterodine,nilotinib,QTc-prolonging activities
Tolterodine,Gemfibrozil,tolterodine,gemfibrozil,metabolism
Tolterodine,Bupropion,tolterodine,bupropion,metabolism
Tolterodine,Midostaurin,tolterodine,midostaurin,metabolism
Tolterodine,Capecitabine,tolterodine,capecitabine,metabolism
Tolterodine,Itraconazole,tolterodine,itraconazole,serum concentration
Tolterodine,Clarithromycin,tolterodine,clarithromycin,serum concentration
Tolterodine,Darunavir,tolterodine,darunavir,serum concentration
Tolterodine,Lopinavir,tolterodine,lopinavir,serum concentration
Tolterodine,Amiodarone,tolterodine,amiodarone,serum concentration
Tolterodine,Deferasirox,tolterodine,deferasirox,serum concentration
Tolterodine,Mianserin,tolterodine,mianserin,anticholinergic activities
Tolterodine,Mirabegron,tolterodine,mirabegron,risk or severity of adverse effects
Tolterodine,Solifenacin,tolterodine,solifenacin,risk or severity of adverse effects
Tolterodine,Butylscopolamine,tolterodine,butylscopolamine,risk or severity of adverse effects
Tolterodine,Neostigmine,tolterodine,neostigmine,therapeutic efficacy
Tolterodine,Memantine,tolterodine,memantine,therapeutic efficacy
Tolterodine,Metoclopramide,tolterodine,metoclopramide,therapeutic efficacy
Tolterodine,Levofloxacin,tolterodine,levofloxacin,QTc-prolonging activities
Tolterodine,Ofloxacin,tolterodine,ofloxacin,QTc-prolonging activities
Tolterodine,Propafenone,tolterodine,propafenone,QTc-prolonging activities
Tolterodine,Pazopanib,tolterodine,pazopanib,QTc-prolonging activities
Tolterodine,Fosamprenavir,tolterodine,fosamprenavir,metabolism
Tolterodine,Olaparib,tolterodine,olaparib,metabolism
Tolterodine,Desipramine,tolterodine,desipramine,metabolism
Tolterodine,Diphenhydramine,tolterodine,diphenhydramine,metabolism
Tolterodine,Sertraline,tolterodine,sertraline,metabolism
Tolterodine,Manidipine,tolterodine,manidipine,metabolism
Tolterodine,Armodafinil,tolterodine,armodafinil,metabolism
Tolterodine,Leflunomide,tolterodine,leflunomide,metabolism
Tolterodine,Dasatinib,tolterodine,dasatinib,serum concentration
Thalidomide,Diphenhydramine,thalidomide,diphenhydramine,central nervous system depressant (CNS depressant) activities
Thalidomide,Quetiapine,thalidomide,quetiapine,central nervous system depressant (CNS depressant) activities
Thalidomide,Sevoflurane,thalidomide,sevoflurane,central nervous system depressant (CNS depressant) activities
Thalidomide,Aripiprazole,thalidomide,aripiprazole,central nervous system depressant (CNS depressant) activities
Thalidomide,Nitrazepam,thalidomide,nitrazepam,central nervous system depressant (CNS depressant) activities
Thalidomide,Zuclopenthixol,thalidomide,zuclopenthixol,central nervous system depressant (CNS depressant) activities
Thalidomide,Vigabatrin,thalidomide,vigabatrin,central nervous system depressant (CNS depressant) activities
Thalidomide,Desipramine,thalidomide,desipramine,central nervous system depressant (CNS depressant) activities
Thalidomide,Levetiracetam,thalidomide,levetiracetam,central nervous system depressant (CNS depressant) activities
Thalidomide,Levodopa,thalidomide,levodopa,central nervous system depressant (CNS depressant) activities
Thalidomide,Pizotifen,thalidomide,pizotifen,central nervous system depressant (CNS depressant) activities
Thalidomide,Levocetirizine,thalidomide,levocetirizine,central nervous system depressant (CNS depressant) activities
Thalidomide,Pomalidomide,thalidomide,pomalidomide,central nervous system depressant (CNS depressant) activities
Thalidomide,Melatonin,thalidomide,melatonin,central nervous system depressant (CNS depressant) activities
Thalidomide,Sertindole,thalidomide,sertindole,central nervous system depressant (CNS depressant) activities
Thalidomide,Amisulpride,thalidomide,amisulpride,central nervous system depressant (CNS depressant) activities
Thalidomide,Agomelatine,thalidomide,agomelatine,central nervous system depressant (CNS depressant) activities
Thalidomide,Vemurafenib,thalidomide,vemurafenib,serum concentration
Thalidomide,Midostaurin,thalidomide,midostaurin,metabolism
Thalidomide,Gemfibrozil,thalidomide,gemfibrozil,metabolism
Thalidomide,Leflunomide,thalidomide,leflunomide,risk or severity of adverse effects
Thalidomide,Fingolimod,thalidomide,fingolimod,immunosuppressive activities
Thalidomide,Roflumilast,thalidomide,roflumilast,immunosuppressive activities
Thalidomide,Lopinavir,thalidomide,lopinavir,metabolism
Thalidomide,Rifampicin,thalidomide,rifampicin,metabolism
Thalidomide,Lacidipine,thalidomide,lacidipine,hypotensive activities
Thalidomide,Amiodarone,thalidomide,amiodarone,metabolism
Thalidomide,Capecitabine,thalidomide,capecitabine,metabolism
Thalidomide,Cilostazol,thalidomide,cilostazol,serum concentration
Thalidomide,Docetaxel,thalidomide,docetaxel,risk or severity of adverse effects
Thalidomide,Estriol,thalidomide,estriol,thrombogenic activities
Thalidomide,Amifostine,thalidomide,amifostine,risk or severity of adverse effects
Thalidomide,Epoprostenol,thalidomide,epoprostenol,risk or severity of adverse effects
Thalidomide,Iloprost,thalidomide,iloprost,risk or severity of adverse effects
Thalidomide,Moxonidine,thalidomide,moxonidine,risk or severity of adverse effects
Thalidomide,Nitrendipine,thalidomide,nitrendipine,risk or severity of adverse effects
Thalidomide,Rasagiline,thalidomide,rasagiline,risk or severity of adverse effects
Thalidomide,Papaverine,thalidomide,papaverine,risk or severity of adverse effects
Thalidomide,Nifedipine,thalidomide,nifedipine,risk or severity of adverse effects
Thalidomide,Carvedilol,thalidomide,carvedilol,risk or severity of adverse effects
Thalidomide,Terazosin,thalidomide,terazosin,risk or severity of adverse effects
Thalidomide,Penbutolol,thalidomide,penbutolol,risk or severity of adverse effects
Thalidomide,Nebivolol,thalidomide,nebivolol,risk or severity of adverse effects
Thalidomide,Dapagliflozin,thalidomide,dapagliflozin,risk or severity of adverse effects
Thalidomide,Riociguat,thalidomide,riociguat,risk or severity of adverse effects
Thalidomide,Empagliflozin,thalidomide,empagliflozin,risk or severity of adverse effects
Thalidomide,Sertraline,thalidomide,sertraline,metabolism
Thalidomide,Armodafinil,thalidomide,armodafinil,metabolism
Thalidomide,Manidipine,thalidomide,manidipine,metabolism
Thalidomide,Dienogest,thalidomide,dienogest,thrombogenic activities
Thalidomide,Norgestrel,thalidomide,norgestrel,thrombogenic activities
Thalidomide,Deferasirox,thalidomide,deferasirox,serum concentration
Thalidomide,Escitalopram,thalidomide,escitalopram,risk or severity of adverse effects
Melphalan,Leflunomide,melphalan,leflunomide,risk or severity of adverse effects
Melphalan,Fingolimod,melphalan,fingolimod,immunosuppressive activities
Melphalan,Roflumilast,melphalan,roflumilast,immunosuppressive activities
Melphalan,Docetaxel,melphalan,docetaxel,risk or severity of adverse effects
Memantine,Cilostazol,memantine,cilostazol,serum concentration
Memantine,Bupropion,memantine,bupropion,serum concentration
Memantine,Diphenhydramine,memantine,diphenhydramine,therapeutic efficacy
Memantine,Solifenacin,memantine,solifenacin,therapeutic efficacy
Memantine,Butylscopolamine,memantine,butylscopolamine,therapeutic efficacy
Memantine,Carvedilol,memantine,carvedilol,bradycardic activities
Memantine,Nebivolol,memantine,nebivolol,bradycardic activities
Memantine,Penbutolol,memantine,penbutolol,bradycardic activities
Memantine,Amiodarone,memantine,amiodarone,bradycardic activities
Memantine,Propafenone,memantine,propafenone,bradycardic activities
Memantine,Desipramine,memantine,desipramine,bradycardic activities
Memantine,Magnesium oxide,memantine,magnesium oxide,serum concentration
Memantine,Hydrotalcite,memantine,hydrotalcite,serum concentration
Memantine,Magnesium hydroxide,memantine,magnesium hydroxide,serum concentration
Memantine,Bismuth Subcitrate,memantine,bismuth subcitrate,serum concentration
Memantine,Sodium bicarbonate,memantine,sodium bicarbonate,serum concentration
Memantine,Clobetasol,memantine,clobetasol,risk or severity of adverse effects
Memantine,Clobetasone,memantine,clobetasone,risk or severity of adverse effects
Memantine,Desonide,memantine,desonide,risk or severity of adverse effects
Memantine,Fluticasone,memantine,fluticasone,risk or severity of adverse effects
Memantine,Pilocarpine,memantine,pilocarpine,risk or severity of adverse effects
Memantine,Varenicline,memantine,varenicline,risk or severity of adverse effects
Rifampicin,Tolvaptan,rifampicin,tolvaptan,serum concentration
Rifampicin,Trabectedin,rifampicin,trabectedin,serum concentration
Rifampicin,Letermovir,rifampicin,letermovir,serum concentration
Rifampicin,Pazopanib,rifampicin,pazopanib,serum concentration
Rifampicin,Silodosin,rifampicin,silodosin,serum concentration
Rifampicin,Nifedipine,rifampicin,nifedipine,serum concentration
Rifampicin,Brigatinib,rifampicin,brigatinib,serum concentration
Rifampicin,Darunavir,rifampicin,darunavir,serum concentration
Rifampicin,Elvitegravir,rifampicin,elvitegravir,serum concentration
Rifampicin,Fosamprenavir,rifampicin,fosamprenavir,serum concentration
Rifampicin,Ombitasvir,rifampicin,ombitasvir,serum concentration
Rifampicin,Paritaprevir,rifampicin,paritaprevir,serum concentration
Rifampicin,Lopinavir,rifampicin,lopinavir,risk or severity of adverse effects
Rifampicin,Apixaban,rifampicin,apixaban,serum concentration
Rifampicin,Apremilast,rifampicin,apremilast,serum concentration
Rifampicin,Bosutinib,rifampicin,bosutinib,serum concentration
Rifampicin,Roflumilast,rifampicin,roflumilast,serum concentration
Rifampicin,Dabigatran etexilate,rifampicin,dabigatran etexilate,serum concentration
Rifampicin,Lacidipine,rifampicin,lacidipine,serum concentration
Rifampicin,Dienogest,rifampicin,dienogest,serum concentration
Rifampicin,Everolimus,rifampicin,everolimus,serum concentration
Rifampicin,Ibrutinib,rifampicin,ibrutinib,serum concentration
Rifampicin,Fusidic Acid,rifampicin,fusidic acid,serum concentration
Rifampicin,Itraconazole,rifampicin,itraconazole,serum concentration
Rifampicin,Ivabradine,rifampicin,ivabradine,serum concentration
Rifampicin,Ledipasvir,rifampicin,ledipasvir,serum concentration
Rifampicin,Nilotinib,rifampicin,nilotinib,serum concentration
Rifampicin,Nintedanib,rifampicin,nintedanib,serum concentration
Rifampicin,Olaparib,rifampicin,olaparib,serum concentration
Rifampicin,Nifedipine,rifampicin,nifedipine,risk or severity of hypotension
Rifampicin,Ponatinib,rifampicin,ponatinib,serum concentration
Rifampicin,Regorafenib,rifampicin,regorafenib,serum concentration
Rifampicin,Sofosbuvir,rifampicin,sofosbuvir,serum concentration
Rifampicin,Vemurafenib,rifampicin,vemurafenib,serum concentration
Rifampicin,Glipizide,rifampicin,glipizide,serum concentration
Rifampicin,Gliclazide,rifampicin,gliclazide,serum concentration
Rifampicin,Amiodarone,rifampicin,amiodarone,serum concentration
Rifampicin,Deferasirox,rifampicin,deferasirox,serum concentration
Rifampicin,Dolutegravir,rifampicin,dolutegravir,serum concentration
Rifampicin,Aripiprazole,rifampicin,aripiprazole,serum concentration
Rifampicin,Pioglitazone,rifampicin,pioglitazone,metabolism
Rifampicin,Nitrendipine,rifampicin,nitrendipine,metabolism
Rifampicin,Atorvastatin,rifampicin,atorvastatin,metabolism
Rifampicin,Dutasteride,rifampicin,dutasteride,metabolism
Rifampicin,Rabeprazole,rifampicin,rabeprazole,metabolism
Rifampicin,Cilostazol,rifampicin,cilostazol,metabolism
Rifampicin,Escitalopram,rifampicin,escitalopram,metabolism
Rifampicin,Domperidone,rifampicin,domperidone,metabolism
Rifampicin,Clindamycin,rifampicin,clindamycin,metabolism
Rifampicin,Finasteride,rifampicin,finasteride,metabolism
Rifampicin,Gemfibrozil,rifampicin,gemfibrozil,metabolism
Rifampicin,Sitagliptin,rifampicin,sitagliptin,metabolism
Rifampicin,Solifenacin,rifampicin,solifenacin,metabolism
Rifampicin,Sertindole,rifampicin,sertindole,metabolism
Rifampicin,Udenafil,rifampicin,udenafil,metabolism
Rifampicin,Miconazole,rifampicin,miconazole,metabolism
Rifampicin,Sertraline,rifampicin,sertraline,metabolism
Rifampicin,Mianserin,rifampicin,mianserin,metabolism
Rifampicin,Docetaxel,rifampicin,docetaxel,metabolism
Rifampicin,Ambrisentan,rifampicin,ambrisentan,metabolism
Rifampicin,Carvedilol,rifampicin,carvedilol,metabolism
Rifampicin,Ambroxol,rifampicin,ambroxol,metabolism
Rifampicin,Aminophylline,rifampicin,aminophylline,metabolism
Rifampicin,Bupropion,rifampicin,bupropion,metabolism
Rifampicin,Naloxone,rifampicin,naloxone,metabolism
Rifampicin,Permethrin,rifampicin,permethrin,metabolism
Rifampicin,Pilocarpine,rifampicin,pilocarpine,metabolism
Rifampicin,Rosuvastatin,rifampicin,rosuvastatin,metabolism
Rifampicin,Sevoflurane,rifampicin,sevoflurane,metabolism
Rifampicin,Vismodegib,rifampicin,vismodegib,metabolism
Rifampicin,Fingolimod,rifampicin,fingolimod,metabolism
Rifampicin,Avanafil,rifampicin,avanafil,metabolism
Rifampicin,Pomalidomide,rifampicin,pomalidomide,metabolism
Rifampicin,Dapagliflozin,rifampicin,dapagliflozin,metabolism
Rifampicin,Levocetirizine,rifampicin,levocetirizine,metabolism
Rifampicin,Riociguat,rifampicin,riociguat,metabolism
Rifampicin,Norgestrel,rifampicin,norgestrel,metabolism
Rifampicin,Velpatasvir,rifampicin,velpatasvir,metabolism
Rifampicin,Rupatadine,rifampicin,rupatadine,metabolism
Rifampicin,Dienogest,rifampicin,dienogest,metabolism
Rifampicin,Midostaurin,rifampicin,midostaurin,metabolism
Rifampicin,Delamanid,rifampicin,delamanid,metabolism
Rifampicin,Nitrazepam,rifampicin,nitrazepam,serum concentration
Rifampicin,Raltegravir,rifampicin,raltegravir,serum concentration
Rifampicin,Clarithromycin,rifampicin,clarithromycin,serum concentration of active metabolites
Rifampicin,Amoxicillin,rifampicin,amoxicillin,metabolism
Rifampicin,Melatonin,rifampicin,melatonin,metabolism
Rifampicin,Diphenhydramine,rifampicin,diphenhydramine,metabolism
Rifampicin,Desipramine,rifampicin,desipramine,metabolism
Rifampicin,Ibuprofen,rifampicin,ibuprofen,metabolism
Rifampicin,Butenafine,rifampicin,butenafine,serum concentration
Rifampicin,Micafungin,rifampicin,micafungin,serum concentration
Rifampicin,Sertaconazole,rifampicin,sertaconazole,serum concentration
Rifampicin,Dasatinib,rifampicin,dasatinib,serum concentration
Rifampicin,Lornoxicam,rifampicin,lornoxicam,metabolism
Rifampicin,Aceclofenac,rifampicin,aceclofenac,metabolism
Rifampicin,Epoprostenol,rifampicin,epoprostenol,metabolism
Rifampicin,Capecitabine,rifampicin,capecitabine,metabolism
Rifampicin,Eltrombopag,rifampicin,eltrombopag,metabolism
Rifampicin,Linagliptin,rifampicin,linagliptin,serum concentration
Rifampicin,Temsirolimus,rifampicin,temsirolimus,serum concentration
Rifampicin,Quetiapine,rifampicin,quetiapine,serum concentration
Rifampicin,Benidipine,rifampicin,benidipine,risk or severity of hypotension
Rifampicin,Pinaverium,rifampicin,pinaverium,risk or severity of hypotension
Rifampicin,Manidipine,rifampicin,manidipine,risk or severity of hypotension
Rifampicin,Nimesulide,rifampicin,nimesulide,risk or severity of hypotension
Rifampicin,Levetiracetam,rifampicin,levetiracetam,risk or severity of hypotension
Rifampicin,Trimebutine,rifampicin,trimebutine,risk or severity of hypotension
Rifampicin,Colchicine,rifampicin,colchicine,serum concentration
Rifampicin,Sunitinib,rifampicin,sunitinib,serum concentration
Rifampicin,Nebivolol,rifampicin,nebivolol,serum concentration
Rifampicin,Penbutolol,rifampicin,penbutolol,serum concentration
Rifampicin,Ledipasvir,rifampicin,ledipasvir,serum concentration
Rifampicin,Zuclopenthixol,rifampicin,zuclopenthixol,serum concentration
Rifampicin,Leflunomide,rifampicin,leflunomide,serum concentration of active metabolites
Rifampicin,Mirabegron,rifampicin,mirabegron,serum concentration
Rifampicin,Prasugrel,rifampicin,prasugrel,antiplatelet activities
Rifampicin,Clobetasol,rifampicin,clobetasol,serum concentration
Rifampicin,Clobetasone,rifampicin,clobetasone,serum concentration
Rifampicin,Desonide,rifampicin,desonide,serum concentration
Rifampicin,Fluticasone,rifampicin,fluticasone,serum concentration
Rifampicin,Propafenone,rifampicin,propafenone,serum concentration
Ibuprofen,Nepafenac,ibuprofen,nepafenac,risk or severity of adverse effects
Ibuprofen,Tiaprofenic acid,ibuprofen,tiaprofenic acid,risk or severity of adverse effects
Ibuprofen,Nimesulide,ibuprofen,nimesulide,risk or severity of adverse effects
Ibuprofen,Lornoxicam,ibuprofen,lornoxicam,risk or severity of adverse effects
Ibuprofen,Pomalidomide,ibuprofen,pomalidomide,risk or severity of adverse effects
Ibuprofen,Dexibuprofen,ibuprofen,dexibuprofen,risk or severity of adverse effects
Ibuprofen,Aceclofenac,ibuprofen,aceclofenac,risk or severity of adverse effects
Ibuprofen,Leflunomide,ibuprofen,leflunomide,risk or severity of adverse effects
Ibuprofen,Apremilast,ibuprofen,apremilast,risk or severity of adverse effects
Ibuprofen,Etofenamate,ibuprofen,etofenamate,risk or severity of adverse effects
Ibuprofen,Benzydamine,ibuprofen,benzydamine,risk or severity of adverse effects
Ibuprofen,Acemetacin,ibuprofen,acemetacin,risk or severity of adverse effects
Ibuprofen,Dexketoprofen,ibuprofen,dexketoprofen,risk or severity of adverse effects
Ibuprofen,Vemurafenib,ibuprofen,vemurafenib,serum concentration
Ibuprofen,Sodium phosphate,ibuprofen,sodium phosphate,nephrotoxic activities
Ibuprofen,Gemfibrozil,ibuprofen,gemfibrozil,metabolism
Ibuprofen,Lopinavir,ibuprofen,lopinavir,metabolism
Ibuprofen,Amiodarone,ibuprofen,amiodarone,metabolism
Ibuprofen,Capecitabine,ibuprofen,capecitabine,metabolism
Ibuprofen,Midostaurin,ibuprofen,midostaurin,metabolism
Ibuprofen,Deferasirox,ibuprofen,deferasirox,serum concentration
Ibuprofen,Estriol,ibuprofen,estriol,thrombogenic activities
Ibuprofen,Escitalopram,ibuprofen,escitalopram,antiplatelet activities
Ibuprofen,Levofloxacin,ibuprofen,levofloxacin,neuroexcitatory activities
Ibuprofen,Ofloxacin,ibuprofen,ofloxacin,neuroexcitatory activities
Ibuprofen,Sertraline,ibuprofen,sertraline,metabolism
Ibuprofen,Armodafinil,ibuprofen,armodafinil,metabolism
Ibuprofen,Manidipine,ibuprofen,manidipine,metabolism
Ibuprofen,Etidronic acid,ibuprofen,etidronic acid,risk or severity of adverse effects
Ibuprofen,Iloprost,ibuprofen,iloprost,therapeutic efficacy
Ibuprofen,Epoprostenol,ibuprofen,epoprostenol,therapeutic efficacy
Ibuprofen,Apixaban,ibuprofen,apixaban,anticoagulant activities
Ibuprofen,Dabigatran etexilate,ibuprofen,dabigatran etexilate,anticoagulant activities
Ibuprofen,Potassium Citrate,ibuprofen,potassium citrate,anticoagulant activities
Ibuprofen,Pioglitazone,ibuprofen,pioglitazone,metabolism
Ibuprofen,Nilotinib,ibuprofen,nilotinib,metabolism
Ibuprofen,Rabeprazole,ibuprofen,rabeprazole,metabolism
Ibuprofen,Clobetasol,ibuprofen,clobetasol,risk or severity of adverse effects
Ibuprofen,Clobetasone,ibuprofen,clobetasone,risk or severity of adverse effects
Ibuprofen,Desonide,ibuprofen,desonide,risk or severity of adverse effects
Ibuprofen,Fluticasone,ibuprofen,fluticasone,risk or severity of adverse effects
Ibuprofen,Carvedilol,ibuprofen,carvedilol,antihypertensive activities
Ibuprofen,Nebivolol,ibuprofen,nebivolol,antihypertensive activities
Ibuprofen,Penbutolol,ibuprofen,penbutolol,antihypertensive activities
Ibuprofen,Propafenone,ibuprofen,propafenone,antihypertensive activities
Ibuprofen,Desipramine,ibuprofen,desipramine,antihypertensive activities
Benzylpenicillin,Acemetacin,benzylpenicillin,acemetacin,excretion rate of higher serum level
Benzylpenicillin,Eltrombopag,benzylpenicillin,eltrombopag,serum concentration
Nitrendipine,Rosuvastatin,nitrendipine,rosuvastatin,serum concentration
Nitrendipine,Atorvastatin,nitrendipine,atorvastatin,risk or severity of adverse effects
Nitrendipine,Pazopanib,nitrendipine,pazopanib,serum concentration
Nitrendipine,Silodosin,nitrendipine,silodosin,serum concentration
Nitrendipine,Ibrutinib,nitrendipine,ibrutinib,serum concentration
Nitrendipine,Tolvaptan,nitrendipine,tolvaptan,serum concentration
Nitrendipine,Fusidic Acid,nitrendipine,fusidic acid,serum concentration
Nitrendipine,Bosutinib,nitrendipine,bosutinib,serum concentration
